review,rating,date,bank,source,contains_emoji,review_length
"I have got the application very useful, fast and simple to use. It is great app for self service but I had to go to branch office to activate it. Please try using OTP to activate the app",4,2022-11-23,CBE Mobile Banking,Google Play,False,186
Has not show recent exact information. Some transactions are included and others excluded. Bad experiance. Always I got in truble by thinking the correct balance.,1,2024-09-19,CBE Mobile Banking,Google Play,False,162
"How can I trust a bank that doesn't have a cyber crime reporting mechanism. I recently traveled out of the country. After a week I got a text message stating that more than 1000bir withdrawn from my account without my knowledge. When I tried to download the receipt, it doesn't even work. I only know it was transfered to a Wegagen bank account via a POS machine. Please be carefull and take a lesson from me. 😡😡😡",1,2024-09-16,CBE Mobile Banking,Google Play,True,413
"Terrible application. every time when I have transactions, say an error while the transaction is already done, doesn't show the recent updates balances and transaction.",1,2024-04-30,CBE Mobile Banking,Google Play,False,168
Please it needs to be updated or do some improvement The previous version was very good as compared to this one . with this app I can't make any payment . When I try to send payment it always says You have exceeded your weekly number of transaction!!,2,2021-02-04,CBE Mobile Banking,Google Play,False,250
I'm frustrated by this app.its not even doing a single thing for me.it just keeps saying none available every time I try to use it. Hope the developers bring solutions to this problem. Thanks in advance,1,2020-11-09,CBE Mobile Banking,Google Play,False,202
Great app. But why limit transaction history? We should be able to view transaction history at least for the past 12 months if not more. Currently it only goes back one or two weeks.,4,2021-03-04,CBE Mobile Banking,Google Play,False,182
It simply isn't working. Example: I can't access my account statement in order to find out how much I sent to Mr X or Y over the last six months or so. Nor is your FAQ section helpful. I suggest that you review the efficacy of your app.,1,2024-03-09,CBE Mobile Banking,Google Play,False,236
"It is good and easy to use. But as you changed your phone it needs activation code from bank. So this needs improvement. Always as you changed your phone, you should go to bank branch to get activation",1,2020-09-29,CBE Mobile Banking,Google Play,False,201
I have updated the june 28 version then it is not workings all. Considering the current Covid 19 pandemic you should make the system more friendly to avoid physical visit to the bank . i just don't get it why CBE is always two steep back in making the process more easy .,1,2020-07-28,CBE Mobile Banking,Google Play,False,271
"can you please fix the problem, I'm overseas and can't get to CBE branch for a fix, PLEASE DO SOMETHING!! start by removing it from play store until you figure out what the issue is!",1,2019-03-31,CBE Mobile Banking,Google Play,False,182
"It is a very good app; but as a comment, the signs in the app should have their own unique color. For example, the Top up sign should have the color of ethiotelecom.",4,2020-06-27,CBE Mobile Banking,Google Play,False,165
"For those who have only one phone but have two bank accounts, it is not possible to administer both accounts in one phone. Please, make your program to allow two accounts in one phone.",4,2023-03-11,CBE Mobile Banking,Google Play,False,184
"I'm having trouble with the application, I can't see my balance or send money using the application. This is very disappointing as I have been experiencing this for a while.",1,2024-03-16,CBE Mobile Banking,Google Play,False,173
"App crushing after update. I approach the bank to fix it and they told me I need new authentication key for every update. What if I was abroad? Even after I logged in, features like Services, Finance and Banking are not there. It doesn't deserve a single star either.",1,2019-03-05,CBE Mobile Banking,Google Play,False,267
1. Statement is limited with one screen display. There should be access to see my transactions of at least 6 months before. 2. Sometimes debit/credit is not shown on the account details.......,2,2024-11-09,CBE Mobile Banking,Google Play,False,192
Simple and nice !!! The issue with using mobile app is you can't print/share the transaction slip.Some company/people required the printable file for their record,4,2021-03-31,CBE Mobile Banking,Google Play,False,162
"It is a good app, but when there is no readymade bill for payment, it doesn't tell anything, just say continue. It will be nice if it tells us, the bill is not yet ready for payment.",4,2022-09-05,CBE Mobile Banking,Google Play,False,182
"No proper transaction is being recorded or presented on your the UI, the main features of the app is not working properly yet they have so many service in the app",1,2024-08-17,CBE Mobile Banking,Google Play,False,162
"When I enter values in the Amount and Remark fields and click the Continue button, I encounter an error. However, the transaction still deducts the specified amount. It is essential to test this error handling functionality.",4,2024-09-11,CBE Mobile Banking,Google Play,False,224
"I use a variety of mobile banking applications, but I really enjoy using CBE over those from other banks because it's quick and user-friendly. I greatly appreciate it.",5,2022-12-07,CBE Mobile Banking,Google Play,False,167
"You have to go to the bank branch to activate the app where there is the worst customer service, after the activation the app lags so much that i had to uninstall it to restart it again. Know it asks to go to the bank again to activate it.",1,2022-05-01,CBE Mobile Banking,Google Play,False,239
By far the most crucial and progressivly growing financial app. Keep up the good work.from an end user stand point It would also make sense to include push notification for each transaction as well.,4,2021-09-13,CBE Mobile Banking,Google Play,False,198
"Now after the last update has been launched, the app is being somewhat complex. The orders of the transaction is not working correctly. Please have a review on it.",1,2023-03-14,CBE Mobile Banking,Google Play,False,163
Still you roll a same problem with the new updates. When we do mobile transfer after we write short Reason and finish it says Error by writing the amount to transfer and your commission. It do the same thing again and again. Finally the person who receive the money got three times...there is no such thing in other private banks. Only the giant Commercial Bank of Ethiopia have this problem always. Why why why ? Is it difficult for you to get solutions ?,1,2024-02-12,CBE Mobile Banking,Google Play,False,456
"Still the best mobile banking app out here beautiful ui very functional , i wish u used the nfc capability of most devices and also smt intesrting with the new rolled out atm cards that has nfc chips in them it would be smt very new tap and pay through ur atm card to a device . All in all i love it",5,2023-03-17,CBE Mobile Banking,Google Play,False,299
Whats wrong the app following the new update? I can't even see my balance now. I used old app for more than three years from Europe and every thing was perfect. Now you it looks like the app is not stable. Thank you for spoiling it.,5,2024-02-27,CBE Mobile Banking,Google Play,False,232
"Isn't there an IT professional in Ethiopia who can solve the problem of downloading the app? it's been 3 days since I've been trying to download the app. You're losing business, big time. I am so disappointed I don't even have words to express how frustrated I am. Please fix it.",1,2022-01-02,CBE Mobile Banking,Google Play,False,279
"We need the previous Version. This one doesn't work, specially while you are in recents and tries to scroll down. Its just rubbish. YOU BETTER SOLVE IT, OR I will transfer to AWASH.",1,2022-10-19,CBE Mobile Banking,Google Play,False,181
"Why it cannot generate key for customers by itself? The main reason the bank suggested this application is to reduce crowded customers from cbe bank branches. The hell your IT department is doing? Why they cannot improve this problem? I don't want to go to Branch bank, they don't know nothing about this application. They're so dumbest person I ever seen. Please try make it simple and very useful application. Don't paint bad color on the legacy of this bank.",1,2023-12-08,CBE Mobile Banking,Google Play,False,461
I have been using this app for log time since It come to existence and its its marvelous app and usually enjoy its function and simplicity. I know pay everything with this app and make my transaction all by this app. Great Job by CBE.,4,2024-09-25,CBE Mobile Banking,Google Play,False,234
"Recent service fee change is ridiculous. Plus making transfer to other banks and Telebirr wallet is even crazier. You suppose to be an exemplary institution, but you are doing the opposite.",2,2024-05-14,CBE Mobile Banking,Google Play,False,189
"The worst app ever made! I transfered money to abyssinia bank account, deducted the money from my cbe account but never made it through to my abyssinia account! I hate this app and bank! Idk why they are making me wait a whole week to return my money! Even there call center 951 doesn't work! Shame!",1,2024-03-05,CBE Mobile Banking,Google Play,False,299
When ever I change my phone or something happened why would I have to go to the office to get the code this app this not amazing I didn't like it this is big problem u have to change this if I have to go to the bank every time I change phone or anything happened it bad app in this time in this technology.,1,2023-03-10,CBE Mobile Banking,Google Play,False,306
"Dear developer, The new update says mybdevice is rooted and I cant use the app, However I amb100% sure that my device is not rooted. Please fix this bug ASAP as this issue iw ibservee on another galaxy S7 edge device",1,2020-08-21,CBE Mobile Banking,Google Play,False,216
"Can got 0 ⭐ Please ! this App is completely Scam Becouse I made payment in other bank option in the App but the APP (-) mY BALANCE BUT NO successful notification to get screen shoot, no SMS and no Transaction history and I alerdy lost my mony becous my clint also does not get the mony i sent! I pay but I didn't got mony! stey away frim CBE",1,2024-05-19,CBE Mobile Banking,Google Play,True,341
"Improve the transaction history it misleading when you don't update the transaction correctly, and make it record the monthly Fee that deducted from our account, at this point the messages are more reliable",3,2024-06-08,CBE Mobile Banking,Google Play,False,206
"If you forgot your password you have to go to the bank which is so tiring, there should be a link on the app that helps you recover your password. And it has huge problem using the app to send money.",1,2020-10-20,CBE Mobile Banking,Google Play,False,199
"On the previous version i used to have the remaining balance after each transaction, that was so helpful. But know its just the last remaining balance zat u can check. Zats not good",3,2020-08-16,CBE Mobile Banking,Google Play,False,181
Current UI is ok but this version has got so many bugs previous version was working very well now these one crashes a lot now i cant even see my balance whats up with it and too much limitation please hurry and make some changes,5,2022-08-18,CBE Mobile Banking,Google Play,False,228
i believe that the updated mobile application will answer many of the users question and it is recommended that iphone users use the one downloaded from the app store rather than the one downloaded from the play store.,5,2024-02-27,CBE Mobile Banking,Google Play,False,218
"Please add the ability to view all transaction history, and pressing back on sub pages should not display logout confirmation. Plus, self registration should be a thing",3,2021-08-21,CBE Mobile Banking,Google Play,False,168
"Now that I could change b/n accounts easily, I'm much satisfied with this app; and I upgrade my rating to 5 star. However, I wish the app would enable to produce report a history of at least 3 months.",5,2023-03-23,CBE Mobile Banking,Google Play,False,200
First time tha i get happy by CBE's achievements. Congrats CBE Simple to use and uptodate. Go on and it will be nice if you add the investment options so that we can invest online too. Good Job,5,2020-07-08,CBE Mobile Banking,Google Play,False,193
"The app stop to show me the balance, but it synchronized while refreshing in contrary all of the services are not available . No online care available , amazing millions of customer waiting physical contact for routine solution .",1,2023-07-01,CBE Mobile Banking,Google Play,False,229
"It is a good app. But it is better to add the following features in the next version, 1) Add ATM withdrawal option 2) Password reset option 4) Finger print option 3) E-receipt",4,2024-01-26,CBE Mobile Banking,Google Play,False,175
"The previous varsion of this application is good, yet recently it required verification code that unable to get online. So, is it realy fair to go to branc of bank to fill it? please improve such problem. Untill that i will going to uninstall this application. Good bye!!",1,2023-11-13,CBE Mobile Banking,Google Play,False,271
"As CBE is the main commercial bank in the country, we expect more on the development of the app regarding login security . Finger print login option should include on the next update release. Because most people have smart phones on this day.",3,2023-09-05,CBE Mobile Banking,Google Play,False,242
"Eventhough its a good app in many things,the main problem I faced from this app:It does not have an option or afeature that gives u achance to transfer money from the account to another telebirr wallet as other banks do.rather it says:transfer to your own telebirr wallet..why only to own telebirr wallet?",1,2023-09-26,CBE Mobile Banking,Google Play,False,305
It is very funny and useless app. They developed the app either with lack of necessary technological knowledge or purposely to manipulate their customers. A huge shame for such kinda influential company.👎👎,1,2023-12-05,CBE Mobile Banking,Google Play,True,205
"It used to be awosome but since yesterday I can't use the app. It will accept my password and say ""syce finished"" but it does not allow me to access any service.",5,2023-09-23,CBE Mobile Banking,Google Play,False,161
Improvements needed on areas: 1- to enable creating multiple accounts within the same CBE app 2- to have an access to multiple accounts with one ID number 3- maximise transaction pages for better references 4- increase security options from sms to email address,3,2023-11-01,CBE Mobile Banking,Google Play,False,261
I like the app but sometimes it gives you error message but the transfer was done even no notification so i thought not transferred so i do transfer again so i do double transfer Please improve this,3,2022-05-06,CBE Mobile Banking,Google Play,False,198
The App was working fine until the last update Now nothing is working I can't view my balance transfer money send money to my Owen telebirr account view my transaction details the app has become useless please fix it.,1,2023-10-15,CBE Mobile Banking,Google Play,False,217
"The reason I give you one star it's because you always need verification key in bank branch this issue is not good at all,it's better to work like other bank like united bank awash bank they not required authorization by bank branch only app give you verification key not by bank branch",1,2023-03-23,CBE Mobile Banking,Google Play,False,286
It is good but some issues like -It only allows for own telebir account transfer what about for the others telebir accouts ? If possible please include for the others -please merge CBE banking app with CBE birr app like Awash birr,3,2022-11-20,CBE Mobile Banking,Google Play,False,230
"After I installed the app, when I tried to send money before, it would bring me the people I sent, but now this thing is gone, so why is the suggestion left? Other than that, it is a great application that is easy to use and accessible",3,2024-02-11,CBE Mobile Banking,Google Play,False,235
When trying to open the app from another country it asks for a verification code that can only be obtained from the nearest bank branch. This is not logical if you want Ethiopians from around the world to be able to use the application. Please review this.,1,2023-01-30,CBE Mobile Banking,Google Play,False,256
Perfect App if the following will improved: ==》Sometimes why delay to send text for receiver or sender? ==》Need full statement request option menu at home page ==》Please include Cash Withdrawal mechanism option in your next version,5,2023-03-15,CBE Mobile Banking,Google Play,False,231
Some of the worst app made by a bank in order to login when changing phone you have to go to a bank manager and the manager always say something new to login you back to the app it's sad there making billions and cant handle to make a better app for it.,1,2022-12-05,CBE Mobile Banking,Google Play,False,253
ur update is so rubbish.. it crash when u login... and after all this comments you didn't do anything.. you should remove it or replace it with the old working version...or either tell us what to do.,1,2019-04-01,CBE Mobile Banking,Google Play,False,199
I have been using it for the last three years and was working perfectly but since this week cannot even show my balance and unable to make payment. Please try to fix it.,2,2021-04-29,CBE Mobile Banking,Google Play,False,169
"Completely and utterly made it unusable after the update. Why would anyone, in their right minds, make something that worked before to a new “updated” rubbish!?",1,2019-03-05,CBE Mobile Banking,Google Play,False,160
I was using this up for while but after I logged out for several weeks and tried it again it failed to log in .. then I Uninstall the and tried it again after reinstall but somehow it needs a verification code form CBE,2,2019-03-22,CBE Mobile Banking,Google Play,False,218
Good service for me because it saves my time. There's no need to go to the brunch to transfer the money my bank is going to anywhere with so I can do anything on my mobile banking.thanks for your service.,5,2024-12-13,CBE Mobile Banking,Google Play,False,204
"Everything is good except that it's asking me for update too much even though I updated the app many times and still mentioning that ""it is critical update"" so pls fix that",4,2024-12-27,CBE Mobile Banking,Google Play,False,172
Can not check my account! All I see is a blank screen! What is the problem?It is not user friendĺy!I will have to take my money & try other banķs.This is a waste of time!!!,1,2021-10-27,CBE Mobile Banking,Google Play,False,172
CBE is the best financial application and and very dimple to use. I would like to say thank you so much for the developer of application. I really appreciate this app.,5,2025-05-26,CBE Mobile Banking,Google Play,False,167
"It's the best beginning, as CBE is back-bone of our economy, it needs more accessibility with security. So, it will be better when biometric screening system installed to this app to advance the security.",4,2023-10-05,CBE Mobile Banking,Google Play,False,204
One limitation of the the app is that it is not functioning with normal mobile data (3G). It needs wifi or stronger signal. How can I fix this issue? Any help.,3,2021-04-21,CBE Mobile Banking,Google Play,False,159
This app is good but i cant download on my LG & samsung s6 phone it says 'its not compatible for this devices' so pls fix this problem guys & make the app to compatible for all phones pls pls...thanks.,2,2020-08-27,CBE Mobile Banking,Google Play,False,201
If there was a lesser rating I'd have given it to this app! What's with all this service charges? With the amount they're charging for everything I'm afraid we'll be paying to even look in their direction.,1,2024-09-12,CBE Mobile Banking,Google Play,False,205
"I gave 1 star, because to get verification number must go to branch. Now day technology is developing by speed of light. Please make it register and usable without going branch. The i will give 5 star.",1,2022-05-09,CBE Mobile Banking,Google Play,False,201
My phone is not rooted however the app claims that it is. Please fix this bug. Whoever wrote the verification for a rooted OS please please please revisit your code.,1,2021-06-24,CBE Mobile Banking,Google Play,False,165
"The app resets without customer interaction or confirmation, which is concerning. Please improve the user experience to ensure better control and transparency for customers.",5,2025-01-20,CBE Mobile Banking,Google Play,False,173
"Nice app, I live abroad and I was managing transactions using the app since last 4 months. but now after 3 4 days onward, I couldn't access it. pls any one can help me with this?",4,2022-02-11,CBE Mobile Banking,Google Play,False,178
This update is not totally working on my android 10.I try to reinstall and get the authorization key from branch but it always says authentication failed .Is the any one who cam help?,1,2020-07-24,CBE Mobile Banking,Google Play,False,183
Great App. I wonder why do I need CBE Birr when this app works pretty good and exceedingly convenient. There were bugs but it seems like they are now addressed.,4,2022-01-04,CBE Mobile Banking,Google Play,False,160
It is a good app. It only requires the account holder to use it regularly. It will be better if you make it available every time the user needs it whether he uses it regularly or not. Why is it closed?,5,2024-05-18,CBE Mobile Banking,Google Play,False,201
Very important for more security now the secret pin is only 4 digit but make for better security 6-8 digits pin please Very nice ui design but the top up is not working please Fix the bug,5,2020-09-30,CBE Mobile Banking,Google Play,False,187
"New Update Is A Huge Improvement. Very Nice Interface. Version 4.1 Is The Best Yet. Keep It Up. I Have One Suggestion, Make The App Able To Sync Multiple Accounts Not Just One.",5,2020-07-16,CBE Mobile Banking,Google Play,False,176
"0 star if possible, this bank is one of the most dumbest and most crowded banks I have ever seen. Plus, it is taking more than a month just to confirm the validity of the National ID I provided to open my account, so my account is still frozen for more than a month prior to it's creation and I can't use it. Never ever think about creating account using this bank. Anything that belongs to Ethiopian Government is in its poorest quality. Use modern banks like Awash bank or Abyssinia bank instead.",1,2023-06-30,CBE Mobile Banking,Google Play,False,498
Its nice app. If its possible please try to add standing order option. We need it just to contribute small money in monthly basis for people in need or for spiritual things.,5,2022-07-29,CBE Mobile Banking,Google Play,False,173
"Do you even have tech support who reads the review and work on the glitch? the last update is totally unusable. Fix it quickly its a big national brand, it shouldn't have taken this long",1,2019-03-07,CBE Mobile Banking,Google Play,False,186
"I opened an account and unable to download this app. What's wrong? 14.05.21 Two weeks now, and still unable to download app. No one from CBE is reacting. Negative image for an old institute such as CBE.",1,2021-05-14,CBE Mobile Banking,Google Play,False,202
"I appreciate CBE for letting us enjoy this wonderful app. However, I would like it even more if you could raise the maximum amount to transfer from 25,000 to other banks.",4,2023-01-02,CBE Mobile Banking,Google Play,False,170
Thanks for the update as it eradicates several errors but my concern is that I couldn't download or send the transaction detail after a transfer/yransaction is made.,4,2022-02-23,CBE Mobile Banking,Google Play,False,165
I realy hate this app it simply keep on saying that your device is rooted you can't use this ap when my device is not rooted so you better consult an android developer✌️ so one star is too much....,1,2021-06-19,CBE Mobile Banking,Google Play,True,197
"I haven't been seen on it any problems before but here i faced some obstacles to enter to my account it says me ""no account available"" so help me and solve this problem.",4,2024-01-11,CBE Mobile Banking,Google Play,False,169
I dont recommend this app Because when you make transfer or any transaction you dont get digtal resipt even if the transaction is done if you fix this the app is good enough,1,2022-11-04,CBE Mobile Banking,Google Play,False,173
its good app but the main problem of this app is When you change your phone or restore it you should go bank to instill the up again so imagin any time if you want change your phone you should go bank.thats to bad.,1,2022-03-25,CBE Mobile Banking,Google Play,False,214
Shall we stop using the mobile banking app.what is your intention with putting 10 birr charge on every transaction. How can u manage on charging 10 birr on 5 birr transaction it's not fair. Upgrade your inconsiderate system.,1,2024-01-27,CBE Mobile Banking,Google Play,False,224
"Accounts only displays the first 14 transactions; it would be preferable if we could see all transactions, especially if we could search by transaction number.",4,2023-09-16,CBE Mobile Banking,Google Play,False,159
Please try to work on this app. It is not user-friendly and high-end. And say this while comparing with others both within and out of the country. Please try to include more features and functionality,1,2023-04-12,CBE Mobile Banking,Google Play,False,200
"What is this ""none available"" nonsense? The Mobile banking doesn't work either. I even went to a nearby bank to get it fixed but they don't even know what to do. This is so frustrating.",1,2024-01-03,CBE Mobile Banking,Google Play,False,185
"Needs urgent fix, account balance os not showing and says none available when trying to send money.Your customer service line is also non functional, they pick up the phone and say nothing.It is unacceptable from such a huge bank.We deserve better after you tax us for sending our own money through your platform.",1,2024-02-03,CBE Mobile Banking,Google Play,False,313
It is a good app but sometimes very poor and i hate your rules about transfering birr only 5 times a week... We have more than 5 problem per week and it is shamefull.,3,2021-10-15,CBE Mobile Banking,Google Play,False,166
"Like always it is the worst app of all time, even I doubt it's oudated or updated. My phone is not rooted and it says you can't use this app because it's rooted",1,2020-12-04,CBE Mobile Banking,Google Play,False,160
"First of all you need to be given a pin from a commercial bank, next you must have your bank book with you in order to be given the pin code. So I never got to use it, I just didn't want it that bad.",1,2022-05-02,CBE Mobile Banking,Google Play,False,199
This up is very good only problem is no access of seeing your balance Otherwise it is very easy to you use and its so fast just work on that above mentioned Stay blessed 🙏🙏🙏❤️,5,2022-09-03,CBE Mobile Banking,Google Play,True,175
Please don't make us force update the app it log us out and we need to go in person to the branch to use the app that is hard for people like us who travele a lot from country,1,2023-03-21,CBE Mobile Banking,Google Play,False,175
The app was like very wonderful and easy to use but currently some problem is faced me which is after login does not show me account balance and account number.how can i solve this problem??,5,2023-07-03,CBE Mobile Banking,Google Play,False,190
"- It is best application , but you have to integret the tele- birr service to any mobile service number by titening the security tunnels rather than own mobile service number only",3,2024-04-29,CBE Mobile Banking,Google Play,False,179
"It need some listed improvements below. 1. Try to desplay at lst one month transaction 2. Try to solve weekend transaction display error 3. ""Failed"" message after few processing",3,2024-09-07,CBE Mobile Banking,Google Play,False,177
"Some transaction is not going to be processed accordingly. Which going to take 3-5days which is not completely right. since this bank has mass of customers. However, It should be considered as the money can be needed for emergency purposes.",2,2024-08-25,CBE Mobile Banking,Google Play,False,240
"The app is very nice to use but why you guys are cutting 10birr for each transaction to telebirr? Please, consider all market segments, there are students and labour workers. We all are not that rich 10birr+ service fee to be cut. CBE please, consider these thing.",3,2024-06-25,CBE Mobile Banking,Google Play,False,264
"It is good app ,except that it only shows recent transactions.It need further improvements to include such features & other genuine prevention on security breach.",5,2023-09-29,CBE Mobile Banking,Google Play,False,162
"When you try to search for a help (chat, hotline, email, phone) you see the bottom ""Help"" which redirectes you to !!!Donations to various charity organisations. Please dear CBE IT department , when user searches for help it is to get assistance not to give money. What you named help other banks call ""Charity"" ""Donate"" etc. And yes users need HELP. Not everyone has opportunity to run 5 times per day to the branch and try to find why the money he transferred is disappeared.",1,2024-02-24,CBE Mobile Banking,Google Play,False,476
"Relatively good app, but we need electronic receipt or advice in PDF format to be printed for every transaction or payment we made (AWSA, EEU,IMMIGRATION FOR PASSPORT, ...) think about it.",5,2023-07-20,CBE Mobile Banking,Google Play,False,188
Good update 👍👍 Scanning Qr code for receipt and receive money via qr code is good. But please make the CBEBirr app work easly like this it's not working on android version under 8.,5,2024-02-11,CBE Mobile Banking,Google Play,True,180
"The Commercial Bank of Ethiopia (CBE) is a pillar of financial strength and stability in Ethiopia. As the largest and most established bank in the country, it fosters economic growth, promotes financial inclusion, and supports businesses of all sizes. CBE’s mobile banking app enhances convenience by enabling millions to access banking services anytime, anywhere. Keep up Good work❤.",5,2024-11-09,CBE Mobile Banking,Google Play,True,384
"If you are living outside of Ethiopia you better not deposit large money into your mobile account. It can kick you off any time for some small reasons and the only way you can recover is either to go to the bank in person or you need to have access to your phone which is impossible if you are living outside Ethiopia. The only option you will be left with is, you can't use your money. At least it would be better if you can recover your account using email or other verification ...",1,2025-01-29,CBE Mobile Banking,Google Play,False,484
If you want change your phone device or if your app suddenly deleted you must go to Bank branch and pay CBE mobile banking activation payment again and again. this is not appropriate. additionally customer service at branch is disgusting,1,2024-01-03,CBE Mobile Banking,Google Play,False,237
Can we see our past transaction record more than recent on this app ??? Please it should have this option .If so tell me how if not please update thIs app soon to accommodate this to obtain as this bank deserves more and more capacity and update every day even every minutes as it represents the golden brand ETHIOPIAN!!!,1,2023-12-14,CBE Mobile Banking,Google Play,False,321
"I am new to this app, I downloaded just right now from playstore and i it asked me for Verification code and i don't have it, Someone please help me......To solve the issue.",1,2021-05-05,CBE Mobile Banking,Google Play,False,173
"This app as much as good it was, it fails you in the middle of critical time . With the good reputation this bank has this app should've been something us customers should reply on. But I am very disappointed.",1,2023-11-26,CBE Mobile Banking,Google Play,False,209
I was looking for this application and finally succeeded. It's wonderful application to receive and send money with the speed of light. Thank you so much CBE. I wish you all CBE staffs happy new year. May this year be the year of peace and prosperity for all and everyone. HAPPY ETHIOPIAN NEW YEAR!!! #2017 E.C.🐦,5,2024-09-09,CBE Mobile Banking,Google Play,True,312
This app is one of the worst app that I used ever u are confused your last recently transaction and when you send money now you get the massage tomorrow or after 3 day,1,2022-12-25,CBE Mobile Banking,Google Play,False,167
Perfect ui But mine is not working now days. Does something happened new? It was working well 3 day back now it say sync failed.. Are u people under mantainance??,1,2021-05-13,CBE Mobile Banking,Google Play,False,162
i tried to transfer 20k to other bank the transaction failed but it deducted from my balance and the other day i tried to transfer 15k to telebirr then it failed again also deducted from balance i dont even know how to trust it after now,1,2024-03-03,CBE Mobile Banking,Google Play,False,237
አፑን ስጠቀም የመጀመሪያዬ ነው ..... This is one of the most user friendly app that i have ever been using on my phone ..... I wish i could give you not 5* but 55* ...keep it up !!,5,2022-05-20,CBE Mobile Banking,Google Play,False,169
"Thak you for your support specaliy who is leaving on bord. Easy access and outstanding. I would like ro sujest all who was leving on bord like me use this up. Blessings,",5,2021-10-12,CBE Mobile Banking,Google Play,False,169
"Better if we can have an option to save other bank accounts, like we save beneficiaries having CBE accounts. Let's have an option to add beneficiaries with other bank accounts.",4,2022-10-11,CBE Mobile Banking,Google Play,False,176
Good application but you have to incorporate Paperless bank statement obtaining method and should abolish going to the branch whenever changing a new device and new number for activation.,4,2021-12-07,CBE Mobile Banking,Google Play,False,187
CBE is coming with the updated technology. I am proud to be a customer and staff of this honored Bank. Please make an improvement on app exit request.( 'Are you sure to exit' yes or no),5,2020-07-24,CBE Mobile Banking,Google Play,False,185
the worst app and bank in Ethiopia ever. Yoy have to come to their branch to start your mobile banking and have way too high transaction fee and hidden cost for every transaction.,1,2024-01-11,CBE Mobile Banking,Google Play,False,179
"Best and easy application wich i like too. But try to incorporate d/t languages .e.g Afan oromo, somale, etc. to make more easier and convince for these who do not know english and amharic. Just like cbe birr.",5,2022-09-17,CBE Mobile Banking,Google Play,False,209
"How can I get authorization key to access my bank account through mobile CBE app? I zipped it due to space issue and when I try to unzip the app it stop working. Now, I have to process all the steps again. How can I do that as I am not currently in Ethiopia to access my account? Please please please support me",2,2020-07-20,CBE Mobile Banking,Google Play,False,311
"Imagine being that larget bank in Ethiopia and building this kind of trash for your customers. Its not even showing any information it just login and every activity or transaction only says ""none done"" what does that even mean? Is this thing even tested before launch.በጣም ነው የምታሳዝኑት ወሬ ብቻ።",1,2021-02-13,CBE Mobile Banking,Google Play,False,289
"Please bring back the reason of transfer/reference format on the receipt. Pls pls, for those of us who have multiple transactions,it's very important to trace the receipts by looking at the references.",3,2024-10-13,CBE Mobile Banking,Google Play,False,201
let me get this straight you have to go to the Bank to get the verification code ? for get it I leave abroad. I am trying to activate my swift account pending for three weeks I try to call the number no body picks up .😡😡😡,1,2021-03-15,CBE Mobile Banking,Google Play,True,221
Cbe mobile banking ussd didn't work fast if you need an emergency in nomads you didn't send any one even if you need to send in your home(urbun) with using ussd is so equal,1,2023-09-11,CBE Mobile Banking,Google Play,False,172
"Best in every thing but we can't trarnsfer to other banks with RTGS it costs us 50 cent per 100 birr which means 500 birr for 100,000 birr it's not fair to cost us this much. Even Abyssinia bank has RTGS which only cost 25 birr to transfer as much as we want. So, pls update ur system",2,2022-09-10,CBE Mobile Banking,Google Play,False,284
I don't agreed what you are doing on my account regarding of commission payment of this apk. bcz I'm paying for transfer to other so why commission pyt is necessary or tell us and we can go to other banks if your users more bigger than you think 🙄 Is it 5birr is balance pls diminish it,1,2024-07-05,CBE Mobile Banking,Google Play,True,286
CBE mobile banking makes life easy.realy it helps in creating cashless society..please make cbe birr apps active as mobile banking too...your call center is too busy...and not found at all..please take corection action on it,5,2020-09-09,CBE Mobile Banking,Google Play,False,224
"Wowww, With my own mistake i was saying it works only Werkamaw Bank. But now i got real point and it works for me also Finfine Bank. I am so happy. I am doing any thing what i want very easly from out of Ethiopia. simply it is really Fantastic very usefull. Thanks our CBE Banking system",5,2021-12-27,CBE Mobile Banking,Google Play,False,287
This doesnt even deserve any star. I havent seen any thing like it. Not only that but also the ones working in the bank dont even have a clue what to do about it. They got confused like me and ask me questions that they have to answer wow so much incomptency i have seen today. Wow,1,2022-03-05,CBE Mobile Banking,Google Play,False,281
i need a way to register online without going to branch n you have to provide that service.... your services are something like you are still living in the 20th century.,1,2024-02-13,CBE Mobile Banking,Google Play,False,169
"It is my great and urget issue ,ie there must be personal account lock by using mobile app due to some times staffs and other bodies are accesseing by pertending customer signature .hence Personal post no debit have to be applicabe inorder to protect customer account from any suspected actions takes place",1,2024-02-18,CBE Mobile Banking,Google Play,False,306
"What a shame is this...how comes such a stupid app come from the huge ethiopian proud bank???boring, digesting app I have ever seen before. Asking Authorization /verification after downloading the app what the hell is this?!;:'""",1,2021-05-11,CBE Mobile Banking,Google Play,False,228
"Til now it's going perfect for me! according to the available services in Ethiopia right now. But today I couldn't access my account, hope it's just temporary, will wait until midnight",5,2023-04-08,CBE Mobile Banking,Google Play,False,184
"If Zero and negative rating is allowed the TCB bank's this application and *889# & +951 deserves -100. I am calling the bank TCB b/s they shouldn't allowed to use Ethiopia for Trash bank). ""None Available"" for all service b/s of their management uncalculated, illogical & greedious decision of service charges which wasn't stayed morethan 5 days. Why should I go to Addis Ababa just I opened my account in Addis I while I am living in Dire in the current era where all things are digitally connected?",1,2024-01-14,CBE Mobile Banking,Google Play,False,500
